accession,lat_parsed,lon_parsed,depth_parsed,depth2_parsed,is_transcriptome
SRR3988651,48.6,-123.5,,,0
SRR3988652,48.6,-123.5,,,0
SRR3988653,48.6,-123.5,,,0
SRR3988654,48.6,-123.5,,,0
SRR3988655,48.6,-123.5,,,0
SRR3988656,48.6,-123.5,,,0
SRR3988657,48.6,-123.5,,,0
SRR3988658,48.6,-123.5,,,0
SRR3988659,48.6,-123.5,,,0
SRR3988660,48.6,-123.5,,,0
SRR3988661,48.6,-123.5,,,0
SRR3988662,48.6,-123.5,,,0
SRR3988663,48.6,-123.5,,,0
SRR3988664,48.6,-123.5,,,0
SRR3988665,48.6,-123.5,,,0
SRR3988666,48.6,-123.5,,,0
SRR3988667,48.6,-123.5,,,0
SRR3988668,48.6,-123.5,,,0
SRR3988669,48.6,-123.5,,,0
SRR3988670,48.6,-123.5,,,0
SRR3988671,48.6,-123.5,,,0
SRR3988672,48.6,-123.5,,,0
SRR3988673,48.6,-123.5,,,0
SRR3988674,48.6,-123.5,,,0
SRR3988675,48.6,-123.5,,,0
SRR3988676,48.6,-123.5,,,0
SRR3988677,48.6,-123.5,,,0
SRR3988678,48.6,-123.5,,,0
SRR3988679,48.6,-123.5,,,0
SRR3988680,48.6,-123.5,,,0
SRR3988681,48.6,-123.5,,,0
SRR3988682,48.6,-123.5,,,0
SRR3988683,48.6,-123.5,,,0
SRR3988684,48.6,-123.5,,,0
SRR3988685,48.6,-123.5,,,0
SRR3988686,48.6,-123.5,,,0
SRR3988687,48.6,-123.5,,,0
SRR3988688,48.6,-123.5,,,0
SRR3988689,48.6,-123.5,,,0
SRR3988690,48.6,-123.5,,,0
SRR3988691,48.6,-123.5,,,0
SRR3988692,48.6,-123.5,,,0
SRR3988693,48.6,-123.5,,,0
SRR3988694,48.6,-123.5,,,0
SRR3988695,48.6,-123.5,,,0
SRR3988696,48.6,-123.5,,,0
SRR3988697,48.6,-123.5,,,0
SRR3988698,48.6,-123.5,,,0
SRR3988699,48.6,-123.5,,,0
SRR3988700,48.6,-123.5,,,0
SRR3988701,48.6,-123.5,,,0
SRR3988702,48.6,-123.5,,,0
SRR3988703,48.6,-123.5,,,0
SRR3988730,48.6,-123.5,,,0
SRR3988731,48.6,-123.5,,,0
SRR3988732,48.6,-123.5,,,0
SRR3988733,48.6,-123.5,,,0
SRR3988734,48.6,-123.5,,,0
SRR3988735,48.6,-123.5,,,0
SRR3988736,48.6,-123.5,,,0
SRR3988737,48.6,-123.5,,,0
SRR3988738,48.6,-123.5,,,0
SRR3988739,48.6,-123.5,,,0
SRR3988740,48.6,-123.5,,,0
SRR3988741,48.6,-123.5,,,0
SRR3988742,48.6,-123.5,,,0
SRR3988743,48.6,-123.5,,,0
SRR3988744,48.6,-123.5,,,0
SRR3988745,48.6,-123.5,,,0
SRR3988746,48.6,-123.5,,,0
SRR3988747,48.6,-123.5,,,0
SRR3988748,48.6,-123.5,,,0
SRR3988749,48.6,-123.5,,,0
SRR3988750,48.6,-123.5,,,0
SRR3988751,48.6,-123.5,,,0
SRR3988753,48.6,-123.5,,,0
SRR3988754,48.6,-123.5,,,0
SRR3988755,48.6,-123.5,,,0
SRR3988756,48.6,-123.5,,,0
SRR3988758,48.6,-123.5,,,0
SRR3988759,48.6,-123.5,,,0
SRR3988760,48.6,-123.5,,,0
SRR3988761,48.6,-123.5,,,0
SRR3988762,48.6,-123.5,,,0
SRR3988763,48.6,-123.5,,,0
SRR3988764,48.6,-123.5,,,0
SRR3988765,48.6,-123.5,,,0
SRR3988766,48.6,-123.5,,,0
SRR3988767,48.6,-123.5,,,0
SRR3988768,48.6,-123.5,,,0
SRR3988769,48.6,-123.5,,,0
SRR3988770,48.6,-123.5,,,0
SRR3988771,48.6,-123.5,,,0
SRR3988772,48.6,-123.5,,,0
SRR3988773,48.6,-123.5,,,0
SRR3988774,48.6,-123.5,,,0
SRR3988775,48.6,-123.5,,,0
SRR3988776,48.6,-123.5,,,0
SRR3988777,48.6,-123.5,,,0
SRR3988778,48.6,-123.5,,,0
SRR3988779,48.6,-123.5,,,0
SRR3988780,48.6,-123.5,,,0
SRR3988781,48.6,-123.5,,,0
SRR3988782,48.6,-123.5,,,0
SRR3988783,48.6,-123.5,,,0
SRR3988784,48.6,-123.5,,,0
SRR3988785,48.6,-123.5,,,0
SRR3988786,48.6,-123.5,,,0
SRR3988787,48.6,-123.5,,,0
SRR3988788,48.6,-123.5,,,0
SRR3988789,48.6,-123.5,,,0
SRR3988790,48.6,-123.5,,,0
SRR3988791,48.6,-123.5,,,0
SRR3988792,48.6,-123.5,,,0
SRR3988793,48.6,-123.5,,,0
SRR3988794,48.6,-123.5,,,0
SRR3988795,48.6,-123.5,,,0
SRR3988796,48.6,-123.5,,,0
SRR3988797,48.6,-123.5,,,0
SRR3988798,48.6,-123.5,,,0
SRR3988799,48.6,-123.5,,,0
SRR3988800,48.6,-123.5,,,0
SRR3988801,48.6,-123.5,,,0
SRR3988803,48.6,-123.5,,,0
SRR3988804,48.6,-123.5,,,0
SRR3988805,48.6,-123.5,,,0
SRR3988806,48.6,-123.5,,,0
SRR3988807,48.6,-123.5,,,0
SRR3988808,48.6,-123.5,,,0
SRR3988809,48.6,-123.5,,,0
SRR3988810,48.6,-123.5,,,0
SRR3988811,48.6,-123.5,,,0
SRR3988812,48.6,-123.5,,,0
SRR3988813,48.6,-123.5,,,0
SRR3988814,48.6,-123.5,,,0
SRR3988815,48.6,-123.5,,,0
SRR3988816,48.6,-123.5,,,0
SRR3988817,48.6,-123.5,,,0
SRR3988818,48.6,-123.5,,,0
SRR3988819,48.6,-123.5,,,0
SRR3988850,48.6,-123.5,,,0
SRR3988851,48.6,-123.5,,,0
SRR3988852,48.6,-123.5,,,0
SRR3988853,48.6,-123.5,,,0
SRR3988854,48.6,-123.5,,,0
SRR3988855,48.6,-123.5,,,0
SRR3988856,48.6,-123.5,,,0
SRR3988857,48.6,-123.5,,,0
SRR3988858,48.6,-123.5,,,0
SRR3988859,48.6,-123.5,,,0
SRR3988860,48.6,-123.5,,,0
SRR3988861,48.6,-123.5,,,0
SRR3988862,48.6,-123.5,,,0
SRR3988863,48.6,-123.5,,,0
SRR3988864,48.6,-123.5,,,0
SRR3988866,48.6,-123.5,,,0
SRR3988867,48.6,-123.5,,,0
SRR3988868,48.6,-123.5,,,0
SRR3988869,48.6,-123.5,,,0
SRR3988870,48.6,-123.5,,,0
SRR3988871,48.6,-123.5,,,0
SRR3988872,48.6,-123.5,,,0
SRR3988873,48.6,-123.5,,,0
SRR3988874,48.6,-123.5,,,0
SRR3988875,48.6,-123.5,,,0
SRR3988876,48.6,-123.5,,,0
SRR3988877,48.6,-123.5,,,0
SRR3988879,48.6,-123.5,,,0
SRR3988880,48.6,-123.5,,,0
SRR3988881,48.6,-123.5,,,0
SRR3988882,48.6,-123.5,,,0
SRR3988883,48.6,-123.5,,,0
SRR3988884,48.6,-123.5,,,0
SRR3988885,48.6,-123.5,,,0
SRR3988886,48.6,-123.5,,,0
SRR3988887,48.6,-123.5,,,0
SRR3988888,48.6,-123.5,,,0
SRR3988889,48.6,-123.5,,,0
SRR3988890,48.6,-123.5,,,0
SRR3988891,48.6,-123.5,,,0
SRR3988892,48.6,-123.5,,,0
SRR3988893,48.6,-123.5,,,0
SRR3988894,48.6,-123.5,,,0
SRR3988895,48.6,-123.5,,,0
SRR3988896,48.6,-123.5,,,0
SRR3988897,48.6,-123.5,,,0
SRR3988898,48.6,-123.5,,,0
SRR3988899,48.6,-123.5,,,0
SRR3988900,48.6,-123.5,,,0
SRR3988901,48.6,-123.5,,,0
SRR3988902,48.6,-123.5,,,0
SRR3988903,48.6,-123.5,,,0
SRR3988904,48.6,-123.5,,,0
SRR3988905,48.6,-123.5,,,0
SRR3988906,48.6,-123.5,,,0
SRR3988907,48.6,-123.5,,,0
SRR3988908,48.6,-123.5,,,0
SRR3988909,48.6,-123.5,,,0
SRR3988910,48.6,-123.5,,,0
SRR3988911,48.6,-123.5,,,0
SRR3988912,48.6,-123.5,,,0
SRR3988913,48.6,-123.5,,,0
SRR3988914,48.6,-123.5,,,0
SRR3988915,48.6,-123.5,,,0
SRR3988916,48.6,-123.5,,,0
SRR3988917,48.6,-123.5,,,0
SRR3988918,48.6,-123.5,,,0
SRR3988919,48.6,-123.5,,,0
SRR3988920,48.6,-123.5,,,0
SRR3988921,48.6,-123.5,,,0
SRR3988922,48.6,-123.5,,,0
SRR3988923,48.6,-123.5,,,0
SRR3988924,48.6,-123.5,,,0
SRR3988925,48.6,-123.5,,,0
SRR3988926,48.6,-123.5,,,0
SRR3988927,48.6,-123.5,,,0
SRR3988928,48.6,-123.5,,,0
SRR3988929,48.6,-123.5,,,0
SRR3988930,48.6,-123.5,,,0
SRR3988932,48.6,-123.5,,,0
SRR3988933,48.6,-123.5,,,0
SRR3988934,48.6,-123.5,,,0
SRR3988935,48.6,-123.5,,,0
SRR3988936,48.6,-123.5,,,0
SRR3988937,48.6,-123.5,,,0
SRR3988938,48.6,-123.5,,,0
SRR3988939,48.6,-123.5,,,0
SRR3988940,48.6,-123.5,,,0
SRR3988941,48.6,-123.5,,,0
SRR3988942,48.6,-123.5,,,0
SRR3988943,48.6,-123.5,,,0
SRR3988944,48.6,-123.5,,,0
SRR3988945,48.6,-123.5,,,0
SRR3988946,48.6,-123.5,,,0
SRR3988947,48.6,-123.5,,,0
SRR3988948,48.6,-123.5,,,0
SRR3988949,48.6,-123.5,,,0
SRR3988950,48.6,-123.5,,,0
SRR3988951,48.6,-123.5,,,0
SRR3988952,48.6,-123.5,,,0
SRR3988953,48.6,-123.5,,,0
SRR3988954,48.6,-123.5,,,0
SRR3988955,48.6,-123.5,,,0
SRR3988956,48.6,-123.5,,,0
SRR3988957,48.6,-123.5,,,0
SRR3988958,48.6,-123.5,,,0
SRR3988959,48.6,-123.5,,,0
SRR3988960,48.6,-123.5,,,0
SRR3988961,48.6,-123.5,,,0
SRR3988962,48.6,-123.5,,,0
SRR3988963,48.6,-123.5,,,0
SRR3988964,48.6,-123.5,,,0
SRR3988965,48.6,-123.5,,,0
SRR3988966,48.6,-123.5,,,0
SRR3988967,48.6,-123.5,,,0
SRR3988968,48.6,-123.5,,,0
SRR3988969,48.6,-123.5,,,0
SRR3988970,48.6,-123.5,,,0
SRR3988971,48.6,-123.5,,,0
SRR3988972,48.6,-123.5,,,0
SRR3988973,48.6,-123.5,,,0
SRR3988974,48.6,-123.5,,,0
SRR3988975,48.6,-123.5,,,0
SRR3988976,48.6,-123.5,,,0
SRR3988977,48.6,-123.5,,,0
SRR3988978,48.6,-123.5,,,0
SRR3988979,48.6,-123.5,,,0
SRR3988980,48.6,-123.5,,,0
SRR3988981,48.6,-123.5,,,0
SRR3988982,48.6,-123.5,,,0
SRR3988983,48.6,-123.5,,,0
SRR3988984,48.6,-123.5,,,0
SRR3988985,48.6,-123.5,,,0
SRR3988986,48.6,-123.5,,,0
SRR3988987,48.6,-123.5,,,0
SRR3988988,48.6,-123.5,,,0
SRR3988989,48.6,-123.5,,,0
SRR3988990,48.6,-123.5,,,0
SRR3988991,48.6,-123.5,,,0
SRR3988992,48.6,-123.5,,,0
SRR3988993,48.6,-123.5,,,0
SRR3988994,48.6,-123.5,,,0
SRR3988996,48.6,-123.5,,,0
SRR3988997,48.6,-123.5,,,0
SRR3988998,48.6,-123.5,,,0
SRR3988999,48.6,-123.5,,,0
SRR3989000,48.6,-123.5,,,0
SRR3989001,48.6,-123.5,,,0
SRR3989002,48.6,-123.5,,,0
SRR3989003,48.6,-123.5,,,0
SRR3989004,48.6,-123.5,,,0
SRR3989005,48.6,-123.5,,,0
SRR3989006,48.6,-123.5,,,0
SRR3989007,48.6,-123.5,,,0
SRR3989008,48.6,-123.5,,,0
SRR3989009,48.6,-123.5,,,0
SRR3989010,48.6,-123.5,,,0
SRR3989011,48.6,-123.5,,,0
SRR3989012,48.6,-123.5,,,0
SRR3989013,48.6,-123.5,,,0
SRR3989014,48.6,-123.5,,,0
SRR3989015,48.6,-123.5,,,0
SRR3989016,48.6,-123.5,,,0
SRR3989017,48.6,-123.5,,,0
SRR3989018,48.6,-123.5,,,0
SRR3989019,48.6,-123.5,,,0
SRR3989020,48.6,-123.5,,,0
SRR3989021,48.6,-123.5,,,0
SRR3989022,48.6,-123.5,,,0
SRR3989023,48.6,-123.5,,,0
SRR3989026,48.6,-123.5,,,0
SRR3989027,48.6,-123.5,,,0
SRR3989028,48.6,-123.5,,,0
SRR3989029,48.6,-123.5,,,0
SRR3989030,48.6,-123.5,,,0
SRR3989032,48.6,-123.5,,,0
SRR3989033,48.6,-123.5,,,0
SRR3989034,48.6,-123.5,,,0
SRR3989035,48.6,-123.5,,,0
SRR3989036,48.6,-123.5,,,0
SRR3989037,48.6,-123.5,,,0
SRR3989038,48.6,-123.5,,,0
SRR3989039,48.6,-123.5,,,0
SRR3989040,48.6,-123.5,,,0
SRR3989041,48.6,-123.5,,,0
SRR3989042,48.6,-123.5,,,0
SRR3989043,48.6,-123.5,,,0
SRR3989044,48.6,-123.5,,,0
SRR3989045,48.6,-123.5,,,0
SRR3989046,48.6,-123.5,,,0
SRR3989047,48.6,-123.5,,,0
SRR3989048,48.6,-123.5,,,0
SRR3989049,48.6,-123.5,,,0
SRR3989050,48.6,-123.5,,,0
SRR3989051,48.6,-123.5,,,0
SRR3989052,48.6,-123.5,,,0
SRR3989053,48.6,-123.5,,,0
SRR3989054,48.6,-123.5,,,0
SRR3989055,48.6,-123.5,,,0
SRR3989056,48.6,-123.5,,,0
SRR3989057,48.6,-123.5,,,0
SRR3989058,48.6,-123.5,,,0
SRR3989059,48.6,-123.5,,,0
SRR3989060,48.6,-123.5,,,0
SRR3989061,48.6,-123.5,,,0
SRR3989062,48.6,-123.5,,,0
SRR3989063,48.6,-123.5,,,0
SRR3989064,48.6,-123.5,,,0
SRR3989065,48.6,-123.5,,,0
SRR3989066,48.6,-123.5,,,0
SRR3989067,48.6,-123.5,,,0
SRR3989068,48.6,-123.5,,,0
SRR3989069,48.6,-123.5,,,0
SRR3989070,48.6,-123.5,,,0
SRR3989071,48.6,-123.5,,,0
SRR3989072,48.6,-123.5,,,0
SRR3989073,48.6,-123.5,,,0
SRR3989074,48.6,-123.5,,,0
SRR3989075,48.6,-123.5,,,0
SRR3989076,48.6,-123.5,,,0
SRR3989077,48.6,-123.5,,,0
SRR3989078,48.6,-123.5,,,0
SRR3989079,48.6,-123.5,,,0
SRR3989080,48.6,-123.5,,,0
SRR3989081,48.6,-123.5,,,0
SRR3989082,48.6,-123.5,,,0
SRR3989083,48.6,-123.5,,,0
SRR3989084,48.6,-123.5,,,0
SRR3989085,48.6,-123.5,,,0
SRR3989086,48.6,-123.5,,,0
SRR3989087,48.6,-123.5,,,0
SRR3989088,48.6,-123.5,,,0
SRR3989089,48.6,-123.5,,,0
SRR3989090,48.6,-123.5,,,0
SRR3989091,48.6,-123.5,,,0
SRR3989092,48.6,-123.5,,,0
SRR3989093,48.6,-123.5,,,0
SRR3989094,48.6,-123.5,,,0
SRR3989095,48.6,-123.5,,,0
SRR3989096,48.6,-123.5,,,0
SRR3989097,48.6,-123.5,,,0
SRR3989098,48.6,-123.5,,,0
SRR3989099,48.6,-123.5,,,0
SRR3989100,48.6,-123.5,,,0
SRR3989101,48.6,-123.5,,,0
SRR3989102,48.6,-123.5,,,0
SRR3989103,48.6,-123.5,,,0
SRR3989104,48.6,-123.5,,,0
SRR3989105,48.6,-123.5,,,0
SRR3989106,48.6,-123.5,,,0
SRR3989107,48.6,-123.5,,,0
SRR3989108,48.6,-123.5,,,0
SRR3989109,48.6,-123.5,,,0
SRR3989110,48.6,-123.5,,,0
SRR3989111,48.6,-123.5,,,0
SRR3989112,48.6,-123.5,,,0
SRR3989113,48.6,-123.5,,,0
SRR3989114,48.6,-123.5,,,0
SRR3989115,48.6,-123.5,,,0
SRR3989116,48.6,-123.5,,,0
SRR3989118,78.8697,8.1122,,,0
SRR3989119,78.8697,8.1122,,,0
SRR3989120,78.8697,8.1122,,,0
SRR3989122,48.6,-123.5,,,0
SRR3989123,48.6,-123.5,,,0
SRR3989124,48.6,-123.5,,,0
SRR3989125,48.6,-123.5,,,0
SRR3989126,48.6,-123.5,,,0
SRR3989127,48.6,-123.5,,,0
SRR3989128,48.6,-123.5,,,0
SRR3989129,48.6,-123.5,,,0
SRR3989130,48.6,-123.5,,,0
SRR3989131,48.6,-123.5,,,0
SRR3989132,48.6,-123.5,,,0
SRR3989133,48.6,-123.5,,,0
SRR3989134,48.6,-123.5,,,0
SRR3989135,48.6,-123.5,,,0
SRR3989136,48.6,-123.5,,,0
SRR3989137,48.6,-123.5,,,0
SRR3989138,48.6,-123.5,,,0
SRR3989139,48.6,-123.5,,,0
SRR3989140,48.6,-123.5,,,0
SRR3989141,48.6,-123.5,,,0
SRR3989142,48.6,-123.5,,,0
SRR3989143,48.6,-123.5,,,0
SRR3989144,48.6,-123.5,,,0
SRR3989145,48.6,-123.5,,,0
SRR3989146,48.6,-123.5,,,0
SRR3989147,48.6,-123.5,,,0
SRR3989148,48.6,-123.5,,,0
SRR3989149,48.6,-123.5,,,0
SRR3989150,48.6,-123.5,,,0
SRR3989151,48.6,-123.5,,,0
SRR3989152,48.6,-123.5,,,0
SRR3989153,48.6,-123.5,,,0
SRR3989154,48.6,-123.5,,,0
SRR3989155,48.6,-123.5,,,0
SRR3989156,48.6,-123.5,,,0
SRR3989157,48.6,-123.5,,,0
SRR3989158,48.6,-123.5,,,0
SRR3989159,48.6,-123.5,,,0
SRR3989160,48.6,-123.5,,,0
SRR3989161,48.6,-123.5,,,0
SRR3989162,48.6,-123.5,,,0
SRR3989163,48.6,-123.5,,,0
SRR3989164,48.6,-123.5,,,0
SRR3989165,48.6,-123.5,,,0
SRR3989166,48.6,-123.5,,,0
SRR3989167,48.6,-123.5,,,0
SRR3989168,48.6,-123.5,,,0
SRR3989169,48.6,-123.5,,,0
SRR3989170,48.6,-123.5,,,0
SRR3989171,48.6,-123.5,,,0
SRR3989172,48.6,-123.5,,,0
SRR3989173,48.6,-123.5,,,0
SRR3989174,48.6,-123.5,,,0
SRR3989175,48.6,-123.5,,,0
SRR3989176,48.6,-123.5,,,0
SRR3989177,48.6,-123.5,,,0
SRR3989178,48.6,-123.5,,,0
SRR3989179,48.6,-123.5,,,0
SRR3989180,48.6,-123.5,,,0
SRR3989181,48.6,-123.5,,,0
SRR3989182,48.6,-123.5,,,0
SRR3989183,48.6,-123.5,,,0
SRR3989184,48.6,-123.5,,,0
SRR3989185,48.6,-123.5,,,0
SRR3989186,48.6,-123.5,,,0
SRR3989187,48.6,-123.5,,,0
SRR3989188,48.6,-123.5,,,0
SRR3989189,48.6,-123.5,,,0
SRR3989190,48.6,-123.5,,,0
SRR3989191,48.6,-123.5,,,0
SRR3989192,48.6,-123.5,,,0
SRR3989193,48.6,-123.5,,,0
SRR3989194,48.6,-123.5,,,0
SRR3989195,48.6,-123.5,,,0
SRR3989196,48.6,-123.5,,,0
SRR3989197,48.6,-123.5,,,0
SRR3989198,48.6,-123.5,,,0
SRR3989199,48.6,-123.5,,,0
SRR3989200,48.6,-123.5,,,0
SRR3989201,48.6,-123.5,,,0
SRR3989202,48.6,-123.5,,,0
SRR3989203,48.6,-123.5,,,0
SRR3989204,48.6,-123.5,,,0
SRR3989205,48.6,-123.5,,,0
SRR3989206,48.6,-123.5,,,0
SRR3989207,48.6,-123.5,,,0
SRR3989208,48.6,-123.5,,,0
SRR3989209,48.6,-123.5,,,0
SRR3989210,48.6,-123.5,,,0
SRR3989211,48.6,-123.5,,,0
SRR3989212,48.6,-123.5,,,0
SRR3989213,48.6,-123.5,,,0
SRR3989305,36.25,-122.2099,,,0
SRR3989316,36.25,-122.2099,,,0
SRR3989317,36.25,-122.2099,,,0
SRR3989320,36.25,-122.2099,,,0
SRR3989336,0.0,-158.0,,,0
SRR3989340,36.25,-122.2099,,,0
SRR3989341,8.0,-156.0,,,0
SRR3989343,8.0,-156.0,,,0
SRR3989345,48.6,-123.5,,,0
SRR3989346,48.6,-123.5,,,0
SRR3989347,48.6,-123.5,,,0
SRR3989348,48.6,-123.5,,,0
SRR3989349,48.6,-123.5,,,0
SRR3989350,48.6,-123.5,,,0
SRR3989351,48.6,-123.5,,,0
SRR3989352,48.6,-123.5,,,0
SRR3989353,48.6,-123.5,,,0
SRR3989354,48.6,-123.5,,,0
SRR3989355,48.6,-123.5,,,0
SRR3989356,48.6,-123.5,,,0
SRR3989357,48.6,-123.5,,,0
SRR3989358,48.6,-123.5,,,0
SRR3989359,48.6,-123.5,,,0
SRR3989360,48.6,-123.5,,,0
SRR3989362,48.6,-123.5,,,0
SRR3989363,48.6,-123.5,,,0
SRR3989364,48.6,-123.5,,,0
SRR3989365,48.6,-123.5,,,0
SRR3989366,48.6,-123.5,,,0
SRR3989367,48.6,-123.5,,,0
SRR3989368,48.6,-123.5,,,0
SRR3989369,48.6,-123.5,,,0
SRR3989370,48.6,-123.5,,,0
SRR3989371,48.6,-123.5,,,0
SRR3989372,48.6,-123.5,,,0
SRR3989373,48.6,-123.5,,,0
SRR3989374,48.6,-123.5,,,0
SRR3989375,48.6,-123.5,,,0
SRR3989376,48.6,-123.5,,,0
SRR3989377,48.6,-123.5,,,0
SRR3989378,48.6,-123.5,,,0
SRR3989379,48.6,-123.5,,,0
SRR3989380,48.6,-123.5,,,0
SRR3989381,48.6,-123.5,,,0
SRR3989382,48.6,-123.5,,,0
SRR3989383,48.6,-123.5,,,0
SRR3989384,48.6,-123.5,,,0
SRR3989385,48.6,-123.5,,,0
SRR3989386,48.6,-123.5,,,0
SRR3989387,48.6,-123.5,,,0
SRR3989388,48.6,-123.5,,,0
SRR3989389,48.6,-123.5,,,0
SRR3989390,48.6,-123.5,,,0
SRR3989391,48.6,-123.5,,,0
SRR3989392,48.6,-123.5,,,0
SRR3989393,48.6,-123.5,,,0
SRR3989394,48.6,-123.5,,,0
SRR3989395,48.6,-123.5,,,0
SRR3989396,48.6,-123.5,,,0
SRR3989397,48.6,-123.5,,,0
SRR3989398,48.6,-123.5,,,0
SRR3989399,48.6,-123.5,,,0
SRR3989400,48.6,-123.5,,,0
SRR3989401,48.6,-123.5,,,0
SRR3989402,48.6,-123.5,,,0
SRR3989403,48.6,-123.5,,,0
SRR3989404,48.6,-123.5,,,0
SRR3989405,48.6,-123.5,,,0
SRR3989406,48.6,-123.5,,,0
SRR3989407,48.6,-123.5,,,0
SRR3989408,48.6,-123.5,,,0
SRR3989409,48.6,-123.5,,,0
SRR3989410,48.6,-123.5,,,0
SRR3989411,48.6,-123.5,,,0
SRR3989412,48.6,-123.5,,,0
SRR3989413,48.6,-123.5,,,0
SRR3989414,48.6,-123.5,,,0
SRR3989415,48.6,-123.5,,,0
SRR3989416,48.6,-123.5,,,0
SRR3989417,48.6,-123.5,,,0
SRR3989418,48.6,-123.5,,,0
SRR3989419,48.6,-123.5,,,0
SRR3989420,48.6,-123.5,,,0
SRR3989421,48.6,-123.5,,,0
SRR3989423,48.6,-123.5,,,0
SRR3989424,48.6,-123.5,,,0
SRR3989425,48.6,-123.5,,,0
SRR3989426,48.6,-123.5,,,0
SRR3989427,48.6,-123.5,,,0
SRR3989428,48.6,-123.5,,,0
SRR3989429,8.0,-156.0,,,0
SRR3989432,8.0,-156.0,,,0
SRR3989433,8.0,-156.0,,,0
SRR3989435,36.25,-122.2099,,,0
SRR3989436,36.25,-122.2099,,,0
SRR3993157,38.068511,-0.23199399,60.0,60.0,0
SRR4004175,71.622,-126.067,,,0
SRR4026065,23.5,117.1,,,0
SRR4027697,48.3629,-123.2841,,,0
SRR4027698,48.3629,-123.2841,,,0
SRR4027699,48.3629,-123.2841,,,0
SRR4027700,48.3629,-123.2841,,,0
SRR4027701,48.3629,-123.2841,,,0
SRR4027703,48.3629,-123.2841,,,0
SRR4027704,48.3629,-123.2841,,,0
SRR4027708,48.3629,-123.2841,,,0
SRR4027709,48.3629,-123.2841,,,0
SRR4027711,48.3629,-123.2841,,,0
SRR4027712,48.3629,-123.2841,,,0
SRR4027713,48.3629,-123.2841,,,0
SRR4027714,48.3629,-123.2841,,,0
SRR4027715,48.3629,-123.2841,,,0
SRR4027716,48.3629,-123.2841,,,0
SRR4027717,48.3629,-123.2841,,,0
SRR4027718,48.3629,-123.2841,,,0
SRR4027719,48.3629,-123.2841,,,0
SRR4027720,48.3629,-123.2841,,,0
SRR4027721,48.3629,-123.2841,,,0
SRR4027722,48.3629,-123.2841,,,0
SRR4027723,48.3629,-123.2841,,,0
SRR4027724,48.3629,-123.2841,,,0
SRR4027725,48.3629,-123.2841,,,0
SRR4027726,48.3629,-123.2841,,,0
SRR4027727,48.3629,-123.2841,,,0
SRR4027730,48.3629,-123.2841,,,0
SRR4027731,48.3629,-123.2841,,,0
SRR4027732,48.3629,-123.2841,,,0
SRR4027733,48.3629,-123.2841,,,0
SRR4027734,48.3629,-123.2841,,,0
SRR4027735,48.3629,-123.2841,,,0
SRR4027736,48.3629,-123.2841,,,0
SRR4027737,48.3629,-123.2841,,,0
SRR4027739,48.3629,-123.2841,,,0
SRR4027740,48.3629,-123.2841,,,0
SRR4027742,48.3629,-123.2841,,,0
SRR4027743,48.3629,-123.2841,,,0
SRR4027744,48.3629,-123.2841,,,0
SRR4027745,48.3629,-123.2841,,,0
SRR4027747,48.3629,-123.2841,,,0
SRR4027748,48.3629,-123.2841,,,0
SRR4027749,48.3629,-123.2841,,,0
SRR4027750,48.3629,-123.2841,,,0
SRR4027751,48.3629,-123.2841,,,0
SRR4027752,48.3629,-123.2841,,,0
SRR4027753,48.3629,-123.2841,,,0
SRR4027754,48.3629,-123.2841,,,0
SRR4027756,48.3629,-123.2841,,,0
SRR4027757,48.3629,-123.2841,,,0
SRR4027758,48.3629,-123.2841,,,0
SRR4027759,48.3629,-123.2841,,,0
SRR4027760,48.3629,-123.2841,,,0
SRR4027761,48.3629,-123.2841,,,0
SRR4027762,48.3629,-123.2841,,,0
SRR4027763,48.3629,-123.2841,,,0
SRR4027764,48.3629,-123.2841,,,0
SRR4027765,48.3629,-123.2841,,,0
SRR4027766,48.3629,-123.2841,,,0
SRR4027767,48.3629,-123.2841,,,0
SRR4027768,48.3629,-123.2841,,,0
SRR4027769,48.3629,-123.2841,,,0
SRR4027770,48.3629,-123.2841,,,0
SRR4027771,48.3629,-123.2841,,,0
SRR4027772,48.3629,-123.2841,,,0
SRR4027773,48.3629,-123.2841,,,0
SRR4027774,48.3629,-123.2841,,,0
SRR4027775,48.3629,-123.2841,,,0
SRR4027776,48.3629,-123.2841,,,0
SRR4027777,48.3629,-123.2841,,,0
SRR4027778,48.3629,-123.2841,,,0
SRR4027779,48.3629,-123.2841,,,0
SRR4027780,48.3629,-123.2841,,,0
SRR4027781,48.3629,-123.2841,,,0
SRR4027782,48.3629,-123.2841,,,0
SRR4027783,48.3629,-123.2841,,,0
SRR4027785,48.3629,-123.2841,,,0
SRR4027786,48.3629,-123.2841,,,0
SRR4027787,48.3629,-123.2841,,,0
SRR4027788,48.3629,-123.2841,,,0
SRR4027789,48.3629,-123.2841,,,0
SRR4027791,48.3629,-123.2841,,,0
SRR4027792,48.3629,-123.2841,,,0
SRR4027793,48.3629,-123.2841,,,0
SRR4027794,48.3629,-123.2841,,,0
SRR4027946,28.672222,-88.4375,,,0
SRR4027947,28.672222,-88.4375,,,0
SRR4027948,28.672222,-88.4375,,,0
SRR4027949,28.672222,-88.4375,,,0
SRR4027973,28.672222,-88.4375,,,0
SRR4027974,28.672222,-88.4375,,,0
SRR4027975,28.672222,-88.4375,,,0
SRR4027976,28.672222,-88.4375,,,0
SRR4028166,-37.8305,-41.12479999,,,0
