accession,lat_parsed,lon_parsed,depth_parsed,depth2_parsed,is_transcriptome
DRR053207,34.1928,135.0715,5.0,5.0,0
DRR053208,34.1928,135.0715,5.0,5.0,0
DRR053209,34.1928,135.0715,5.0,5.0,0
DRR053210,34.1928,135.0715,5.0,5.0,0
DRR053211,34.1928,135.0715,5.0,5.0,0
DRR053212,34.1928,135.0715,5.0,5.0,0
DRR053213,34.1928,135.0715,5.0,5.0,0
DRR053214,34.1928,135.0715,5.0,5.0,0
DRR053215,34.1928,135.0715,5.0,5.0,0
DRR066261,38.25,141.49,0.0,0.0,1
DRR066262,38.25,141.75,0.0,0.0,1
DRR066263,38.25,142.0,0.0,0.0,1
DRR066264,38.25,142.33,0.0,0.0,1
DRR066265,38.25,142.67,0.0,0.0,1
DRR066266,39.2,142.17,0.0,0.0,1
DRR066267,39.2,142.5,0.0,0.0,1
DRR066268,39.2,141.93,0.0,0.0,1
DRR067250,35.199,139.392,0.0,0.0,0
DRR067251,35.199,139.392,0.0,0.0,1
DRR067252,35.199,139.392,0.0,0.0,0
DRR067253,35.199,139.392,0.0,0.0,1
DRR067254,35.199,139.392,0.0,0.0,1
DRR067255,47.0122,160.0192,0.0,0.0,0
DRR067256,47.0122,160.0192,0.0,0.0,1
DRR067257,47.0122,160.0192,0.0,0.0,0
DRR067258,47.0122,160.0192,0.0,0.0,1
DRR067259,47.0122,160.0192,0.0,0.0,1
DRR067260,46.9718,166.7472,0.0,0.0,0
DRR067261,46.9718,166.7472,0.0,0.0,1
DRR067262,46.9718,166.7472,0.0,0.0,0
DRR067263,46.9718,166.7472,0.0,0.0,1
DRR067264,46.9718,166.7472,0.0,0.0,1
DRR067265,46.9859,-179.4263,0.0,0.0,0
DRR067266,46.9859,-179.4263,0.0,0.0,1
DRR067267,46.9859,-179.4263,0.0,0.0,0
DRR067268,46.9859,-179.4263,0.0,0.0,1
DRR067269,46.9859,-179.4263,0.0,0.0,1
DRR067270,47.0035,-151.4048,0.0,0.0,0
DRR067271,47.0035,-151.4048,0.0,0.0,1
DRR067272,47.0035,-151.4048,0.0,0.0,0
DRR067273,47.0035,-151.4048,0.0,0.0,1
DRR067274,47.0035,-151.4048,0.0,0.0,1
DRR083050,42.15,145.08,10.0,10.0,0
DRR083051,42.15,145.08,10.0,10.0,0
DRR083052,42.15,145.08,10.0,10.0,0
DRR083053,42.15,145.08,10.0,10.0,0
DRR083054,42.15,145.08,30.0,30.0,0
DRR083055,42.15,145.08,30.0,30.0,0
DRR083056,42.15,145.08,30.0,30.0,0
DRR083057,42.15,145.08,30.0,30.0,0
DRR083058,38.0022,147.15,10.0,10.0,0
DRR083059,38.0022,147.15,10.0,10.0,0
DRR083060,38.0022,147.15,10.0,10.0,0
DRR083061,38.0022,147.15,10.0,10.0,0
DRR083062,37.9755,141.3167,1.0,1.0,0
DRR083063,37.9755,141.3167,1.0,1.0,0
DRR083064,37.9755,141.3167,1.0,1.0,0
DRR083065,37.9755,141.3167,1.0,1.0,0
DRR083066,38.032,141.0833,1.0,1.0,0
DRR083067,38.032,141.0833,1.0,1.0,0
DRR083068,38.032,141.0833,1.0,1.0,0
DRR083069,38.032,141.0833,1.0,1.0,0
DRR083070,37.9755,141.3167,10.0,10.0,0
DRR083071,37.9755,141.3167,10.0,10.0,0
DRR083072,37.9755,141.3167,10.0,10.0,0
DRR083073,37.9755,141.3167,10.0,10.0,0
DRR083074,37.9755,141.3167,1.0,1.0,0
DRR083075,37.9755,141.3167,1.0,1.0,0
DRR083076,37.9755,141.3167,1.0,1.0,0
DRR083077,37.9755,141.3167,1.0,1.0,0
DRR083078,38.032,141.0833,18.0,18.0,0
DRR083079,38.032,141.0833,18.0,18.0,0
DRR083080,38.032,141.0833,18.0,18.0,0
DRR083082,38.032,141.0833,1.0,1.0,0
DRR083083,38.032,141.0833,1.0,1.0,0
DRR083084,38.032,141.0833,1.0,1.0,0
DRR083085,38.032,141.0833,1.0,1.0,0
DRR083086,42.15,145.08,10.0,10.0,0
DRR083087,42.15,145.08,10.0,10.0,0
DRR083088,42.15,145.08,10.0,10.0,0
DRR083089,42.15,145.08,10.0,10.0,0
DRR083090,42.15,145.08,20.0,20.0,0
DRR083091,42.15,145.08,20.0,20.0,0
DRR083092,42.15,145.08,20.0,20.0,0
DRR083093,42.15,145.08,20.0,20.0,0
DRR083094,38.0022,147.15,10.0,10.0,0
DRR083095,38.0022,147.15,10.0,10.0,0
DRR083096,38.0022,147.15,10.0,10.0,0
DRR083097,38.0022,147.15,40.0,40.0,0
DRR083098,38.0022,147.15,40.0,40.0,0
DRR083099,38.0022,147.15,40.0,40.0,0
DRR083100,38.0022,147.15,40.0,40.0,0
DRR083101,37.9755,141.3167,1.0,1.0,0
DRR083102,37.9755,141.3167,1.0,1.0,0
DRR083103,37.9755,141.3167,20.0,20.0,0
DRR083104,37.9755,141.3167,20.0,20.0,0
DRR083105,37.9755,141.3167,20.0,20.0,0
DRR083106,37.9755,141.3167,20.0,20.0,0
DRR083107,38.032,141.0833,15.0,15.0,0
DRR083108,38.032,141.0833,15.0,15.0,0
DRR083109,38.032,141.0833,15.0,15.0,0
DRR083110,38.032,141.0833,1.0,1.0,0
DRR083111,38.032,141.0833,1.0,1.0,0
DRR083112,38.032,141.0833,1.0,1.0,0
DRR083113,37.9755,141.3167,30.0,30.0,0
DRR083114,37.9755,141.3167,30.0,30.0,0
DRR083115,37.9755,141.3167,30.0,30.0,0
DRR083116,37.9755,141.3167,30.0,30.0,0
DRR083117,37.9755,141.3167,5.0,5.0,0
DRR083118,37.9755,141.3167,5.0,5.0,0
DRR083119,37.9755,141.3167,5.0,5.0,0
DRR083120,37.9755,141.3167,5.0,5.0,0
DRR083121,38.032,141.0833,20.0,20.0,0
DRR083122,38.032,141.0833,20.0,20.0,0
DRR083123,38.032,141.0833,20.0,20.0,0
DRR083124,38.032,141.0833,20.0,20.0,0
DRR083125,38.032,141.0833,5.0,5.0,0
DRR083126,38.032,141.0833,5.0,5.0,0
DRR083127,38.032,141.0833,5.0,5.0,0
DRR083128,38.032,141.0833,5.0,5.0,0
DRR083129,38.032,141.0833,10.0,10.0,0
DRR083130,38.032,141.0833,10.0,10.0,0
DRR083131,38.032,141.0833,10.0,10.0,0
DRR083132,38.032,141.0833,10.0,10.0,0
DRR083133,38.032,141.0833,2.0,2.0,0
DRR083134,38.032,141.0833,2.0,2.0,0
DRR083135,38.032,141.0833,2.0,2.0,0
DRR083136,38.032,141.0833,2.0,2.0,0
DRR083137,37.9755,141.3167,2.0,2.0,0
DRR083138,37.9755,141.3167,2.0,2.0,0
DRR083139,37.9755,141.3167,2.0,2.0,0
DRR083140,37.9755,141.3167,2.0,2.0,0
DRR083141,37.9755,141.3167,30.0,30.0,0
DRR083142,37.9755,141.3167,30.0,30.0,0
DRR083143,37.9755,141.3167,30.0,30.0,0
DRR083144,37.9755,141.3167,30.0,30.0,0
DRR083145,42.15,145.08,10.0,10.0,0
DRR083146,42.15,145.08,10.0,10.0,0
DRR083147,42.15,145.08,10.0,10.0,0
DRR083148,42.15,145.08,10.0,10.0,0
DRR083149,42.15,145.08,20.0,20.0,0
DRR083150,42.15,145.08,20.0,20.0,0
DRR083151,42.15,145.08,20.0,20.0,0
DRR083152,42.15,145.08,20.0,20.0,0
DRR083153,38.0022,147.15,10.0,10.0,0
DRR083154,38.0022,147.15,10.0,10.0,0
DRR083155,38.0022,147.15,10.0,10.0,0
DRR083156,38.0022,147.15,10.0,10.0,0
DRR083157,38.0022,147.15,30.0,30.0,0
DRR083158,38.0022,147.15,30.0,30.0,0
DRR083159,38.0022,147.15,30.0,30.0,0
DRR083160,38.0022,147.15,30.0,30.0,0
DRR083161,37.9755,141.3167,2.0,2.0,0
DRR083162,37.9755,141.3167,2.0,2.0,0
DRR083163,37.9755,141.3167,2.0,2.0,0
DRR083164,37.9755,141.3167,50.0,50.0,0
DRR083165,37.9755,141.3167,50.0,50.0,0
DRR083166,37.9755,141.3167,50.0,50.0,0
DRR083167,37.9755,141.3167,50.0,50.0,0
DRR083168,38.032,141.0833,17.0,17.0,0
DRR083169,38.032,141.0833,17.0,17.0,0
DRR083170,38.032,141.0833,2.0,2.0,0
DRR083171,38.032,141.0833,2.0,2.0,0
DRR083172,38.032,141.0833,2.0,2.0,0
DRR083173,37.9755,141.3167,1.0,1.0,0
DRR083174,37.9755,141.3167,1.0,1.0,0
DRR083175,37.9755,141.3167,30.0,30.0,0
DRR083176,37.9755,141.3167,30.0,30.0,0
DRR083177,37.9755,141.3167,30.0,30.0,0
DRR083178,37.9755,141.3167,30.0,30.0,0
DRR083179,38.032,141.0833,1.0,1.0,0
DRR083180,38.032,141.0833,1.0,1.0,0
DRR083181,38.032,141.0833,1.0,1.0,0
DRR083182,38.032,141.0833,1.0,1.0,0
DRR083183,38.032,141.0833,30.0,30.0,0
DRR083184,38.032,141.0833,30.0,30.0,0
DRR083185,38.032,141.0833,30.0,30.0,0
DRR083186,38.032,141.0833,30.0,30.0,0
DRR083187,42.15,145.08,10.0,10.0,0
DRR083188,42.15,145.08,10.0,10.0,0
DRR083189,42.15,145.08,10.0,10.0,0
DRR083190,42.15,145.08,20.0,20.0,0
DRR083192,42.15,145.08,20.0,20.0,0
DRR083193,38.0022,147.15,10.0,10.0,0
DRR083194,38.0022,147.15,10.0,10.0,0
DRR083195,38.0022,147.15,10.0,10.0,0
DRR083196,38.0022,147.15,10.0,10.0,0
DRR083197,38.0022,147.15,30.0,30.0,0
DRR083198,38.0022,147.15,30.0,30.0,0
DRR083199,38.0022,147.15,30.0,30.0,0
DRR083200,38.0022,147.15,30.0,30.0,0
DRR083201,37.9755,141.3167,1.0,1.0,0
DRR083203,37.9755,141.3167,1.0,1.0,0
DRR083204,37.9755,141.3167,1.0,1.0,0
DRR083205,37.9755,141.3167,30.0,30.0,0
DRR083206,37.9755,141.3167,30.0,30.0,0
DRR083207,37.9755,141.3167,30.0,30.0,0
DRR083208,37.9755,141.3167,30.0,30.0,0
DRR083209,38.032,141.0833,16.0,16.0,0
DRR083210,38.032,141.0833,16.0,16.0,0
DRR083211,38.032,141.0833,16.0,16.0,0
DRR083212,38.032,141.0833,16.0,16.0,0
DRR083213,38.032,141.0833,1.0,1.0,0
DRR083214,38.032,141.0833,1.0,1.0,0
DRR083215,38.032,141.0833,1.0,1.0,0
DRR083216,38.032,141.0833,1.0,1.0,0
DRR083217,37.9755,141.3167,1.0,1.0,0
DRR083218,37.9755,141.3167,1.0,1.0,0
DRR083219,37.9755,141.3167,1.0,1.0,0
DRR083220,37.9755,141.3167,1.0,1.0,0
DRR083221,37.9755,141.3167,30.0,30.0,0
DRR083222,37.9755,141.3167,30.0,30.0,0
DRR083223,37.9755,141.3167,30.0,30.0,0
DRR083224,37.9755,141.3167,30.0,30.0,0
DRR083225,38.032,141.0833,1.0,1.0,0
DRR083226,38.032,141.0833,1.0,1.0,0
DRR083227,38.032,141.0833,1.0,1.0,0
DRR083228,38.032,141.0833,1.0,1.0,0
DRR083229,38.032,141.0833,20.0,20.0,0
DRR083230,38.032,141.0833,20.0,20.0,0
DRR083231,38.032,141.0833,20.0,20.0,0
DRR083232,38.032,141.0833,20.0,20.0,0
DRR083233,38.0022,147.15,10.0,10.0,0
DRR083234,38.0022,147.15,10.0,10.0,0
DRR083235,38.0022,147.15,10.0,10.0,0
DRR083236,38.0022,147.15,10.0,10.0,0
DRR083237,38.0022,147.15,50.0,50.0,0
DRR083238,38.0022,147.15,50.0,50.0,0
DRR083239,38.0022,147.15,50.0,50.0,0
DRR083240,38.0022,147.15,50.0,50.0,0
DRR083241,42.15,145.08,10.0,10.0,0
DRR083242,42.15,145.08,10.0,10.0,0
DRR083243,42.15,145.08,10.0,10.0,0
DRR083244,42.15,145.08,40.0,40.0,0
DRR083245,42.15,145.08,40.0,40.0,0
DRR083246,42.15,145.08,40.0,40.0,0
DRR083247,42.15,145.08,40.0,40.0,0
DRR083248,42.15,145.08,10.0,10.0,0
DRR083249,42.15,145.08,10.0,10.0,0
DRR083250,42.15,145.08,10.0,10.0,0
DRR083251,42.15,145.08,10.0,10.0,0
DRR083252,42.15,145.08,30.0,30.0,0
DRR083253,42.15,145.08,30.0,30.0,0
DRR083254,42.15,145.08,30.0,30.0,0
DRR083255,42.15,145.08,30.0,30.0,0
DRR083256,37.9755,141.3167,1.0,1.0,0
DRR083257,37.9755,141.3167,1.0,1.0,0
DRR083258,37.9755,141.3167,1.0,1.0,0
DRR083259,37.9755,141.3167,1.0,1.0,0
DRR083260,37.9755,141.3167,30.0,30.0,0
DRR083261,37.9755,141.3167,30.0,30.0,0
DRR083262,37.9755,141.3167,30.0,30.0,0
DRR083263,37.9755,141.3167,30.0,30.0,0
DRR083264,38.032,141.0833,17.0,17.0,0
DRR083265,38.032,141.0833,17.0,17.0,0
DRR083266,38.032,141.0833,17.0,17.0,0
DRR083267,38.032,141.0833,17.0,17.0,0
DRR083269,38.032,141.0833,1.0,1.0,0
DRR083270,38.032,141.0833,1.0,1.0,0
DRR083271,38.032,141.0833,1.0,1.0,0
DRR083272,37.9755,141.3167,1.0,1.0,0
DRR083273,37.9755,141.3167,1.0,1.0,0
DRR083274,37.9755,141.3167,1.0,1.0,0
DRR083275,37.9755,141.3167,20.0,20.0,0
DRR083276,37.9755,141.3167,20.0,20.0,0
DRR083277,37.9755,141.3167,20.0,20.0,0
DRR083278,38.032,141.0833,12.0,12.0,0
DRR083279,38.032,141.0833,12.0,12.0,0
DRR083280,38.032,141.0833,12.0,12.0,0
DRR083281,38.032,141.0833,1.0,1.0,0
DRR083282,38.032,141.0833,1.0,1.0,0
DRR083283,38.032,141.0833,1.0,1.0,0
DRR083284,38.0022,147.15,10.0,10.0,0
DRR083285,38.0022,147.15,10.0,10.0,0
DRR083286,38.0022,147.15,10.0,10.0,0
DRR083287,38.0022,147.15,30.0,30.0,0
DRR083288,38.0022,147.15,30.0,30.0,0
DRR083289,38.0022,147.15,30.0,30.0,0
DRR083290,42.15,145.08,10.0,10.0,0
DRR083291,42.15,145.08,10.0,10.0,0
DRR083292,42.15,145.08,10.0,10.0,0
DRR083293,42.15,145.08,20.0,20.0,0
DRR083294,42.15,145.08,20.0,20.0,0
DRR083295,42.15,145.08,20.0,20.0,0
DRR083296,42.15,145.08,20.0,20.0,0
DRR083297,38.032,141.0833,16.0,16.0,0
DRR083298,38.032,141.0833,16.0,16.0,0
DRR083299,38.032,141.0833,16.0,16.0,0
DRR083300,38.032,141.0833,1.0,1.0,0
DRR083301,38.032,141.0833,1.0,1.0,0
DRR083302,38.032,141.0833,1.0,1.0,0
DRR083303,38.032,141.0833,1.0,1.0,0
DRR083304,37.9755,141.3167,1.0,1.0,0
DRR083305,37.9755,141.3167,1.0,1.0,0
DRR083306,37.9755,141.3167,1.0,1.0,0
DRR083307,37.9755,141.3167,35.0,35.0,0
DRR083308,37.9755,141.3167,35.0,35.0,0
DRR083309,37.9755,141.3167,35.0,35.0,0
DRR083310,37.9755,141.3167,35.0,35.0,0
DRR083311,38.0022,147.15,10.0,10.0,0
DRR083312,38.0022,147.15,10.0,10.0,0
DRR083313,38.0022,147.15,40.0,40.0,0
DRR083314,38.0022,147.15,40.0,40.0,0
DRR083315,42.15,145.08,10.0,10.0,0
DRR083316,42.15,145.08,10.0,10.0,0
DRR083317,42.15,145.08,10.0,10.0,0
DRR083318,42.15,145.08,45.0,45.0,0
DRR083319,42.15,145.08,45.0,45.0,0
DRR083320,42.15,145.08,45.0,45.0,0
DRR083321,37.9755,141.3167,1.0,1.0,0
DRR083322,37.9755,141.3167,1.0,1.0,0
DRR083323,37.9755,141.3167,1.0,1.0,0
DRR083324,37.9755,141.3167,1.0,1.0,0
DRR083325,37.9755,141.3167,35.0,35.0,0
DRR083326,37.9755,141.3167,35.0,35.0,0
DRR083327,37.9755,141.3167,35.0,35.0,0
DRR083328,37.9755,141.3167,35.0,35.0,0
DRR083329,38.032,141.0833,1.0,1.0,0
DRR083330,38.032,141.0833,1.0,1.0,0
DRR083331,38.032,141.0833,1.0,1.0,0
DRR083332,38.032,141.0833,1.0,1.0,0
DRR083333,38.032,141.0833,30.0,30.0,0
DRR083334,38.032,141.0833,30.0,30.0,0
DRR083335,38.032,141.0833,30.0,30.0,0
DRR083336,38.032,141.0833,30.0,30.0,0
DRR083337,42.15,145.08,10.0,10.0,0
DRR083338,42.15,145.08,10.0,10.0,0
DRR083339,42.15,145.08,10.0,10.0,0
DRR083340,42.15,145.08,10.0,10.0,0
DRR083341,42.15,145.08,35.0,35.0,0
DRR083342,42.15,145.08,35.0,35.0,0
DRR083343,42.15,145.08,35.0,35.0,0
DRR083344,42.15,145.08,35.0,35.0,0
DRR083345,38.0022,147.15,10.0,10.0,0
DRR083346,38.0022,147.15,10.0,10.0,0
DRR083347,38.0022,147.15,10.0,10.0,0
DRR083348,38.0022,147.15,10.0,10.0,0
DRR083349,38.0022,147.15,30.0,30.0,0
DRR083350,38.0022,147.15,30.0,30.0,0
DRR083351,38.0022,147.15,30.0,30.0,0
DRR083352,38.0022,147.15,30.0,30.0,0
DRR083353,37.9755,141.3167,1.0,1.0,0
DRR083354,37.9755,141.3167,1.0,1.0,0
DRR083355,37.9755,141.3167,1.0,1.0,0
DRR083356,37.9755,141.3167,1.0,1.0,0
DRR083357,37.9755,141.3167,30.0,30.0,0
DRR083358,37.9755,141.3167,30.0,30.0,0
DRR083359,37.9755,141.3167,30.0,30.0,0
DRR083360,37.9755,141.3167,30.0,30.0,0
DRR083361,38.032,141.0833,16.0,16.0,0
DRR083362,38.032,141.0833,16.0,16.0,0
DRR083363,38.032,141.0833,16.0,16.0,0
DRR083364,38.032,141.0833,16.0,16.0,0
DRR083365,38.032,141.0833,1.0,1.0,0
DRR083366,38.032,141.0833,1.0,1.0,0
DRR083367,38.032,141.0833,1.0,1.0,0
DRR083368,38.032,141.0833,1.0,1.0,0
DRR083369,37.9755,141.3167,10.0,10.0,0
DRR083370,37.9755,141.3167,10.0,10.0,0
DRR083371,37.9755,141.3167,10.0,10.0,0
DRR083372,37.9755,141.3167,1.0,1.0,0
DRR083373,37.9755,141.3167,1.0,1.0,0
DRR083375,38.032,141.0833,1.0,1.0,0
DRR083376,38.032,141.0833,1.0,1.0,0
DRR083377,38.032,141.0833,1.0,1.0,0
DRR083378,38.032,141.0833,26.0,26.0,0
DRR083379,38.032,141.0833,26.0,26.0,0
DRR083380,38.032,141.0833,26.0,26.0,0
DRR083381,38.0022,147.15,10.0,10.0,0
DRR083382,38.0022,147.15,10.0,10.0,0
DRR083383,38.0022,147.15,10.0,10.0,0
DRR083384,38.0022,147.15,30.0,30.0,0
DRR083385,38.0022,147.15,30.0,30.0,0
DRR083386,38.0022,147.15,30.0,30.0,0
DRR083387,42.15,145.08,10.0,10.0,0
DRR083388,42.15,145.08,10.0,10.0,0
DRR083389,42.15,145.08,10.0,10.0,0
DRR083390,42.15,145.08,30.0,30.0,0
DRR083391,42.15,145.08,30.0,30.0,0
DRR083392,37.9755,141.3167,10.0,10.0,0
DRR083393,37.9755,141.3167,10.0,10.0,0
DRR083394,37.9755,141.3167,10.0,10.0,0
DRR083395,37.9755,141.3167,1.0,1.0,0
DRR083396,37.9755,141.3167,1.0,1.0,0
DRR083397,37.9755,141.3167,1.0,1.0,0
DRR083398,38.032,141.0833,1.0,1.0,0
DRR083399,38.032,141.0833,26.0,26.0,0
DRR083400,38.032,141.0833,26.0,26.0,0
DRR083401,37.9755,141.3167,1.0,1.0,0
DRR083402,37.9755,141.3167,1.0,1.0,0
DRR083403,37.9755,141.3167,1.0,1.0,0
DRR083404,37.9755,141.3167,1.0,1.0,0
DRR083405,37.9755,141.3167,20.0,20.0,0
DRR083406,37.9755,141.3167,20.0,20.0,0
DRR083407,38.032,141.0833,18.0,18.0,0
DRR083408,38.032,141.0833,18.0,18.0,0
DRR083409,38.032,141.0833,18.0,18.0,0
DRR083410,38.032,141.0833,1.0,1.0,0
DRR083411,38.032,141.0833,1.0,1.0,0
DRR083412,38.032,141.0833,1.0,1.0,0
DRR083413,38.0022,147.15,10.0,10.0,0
DRR083414,38.0022,147.15,10.0,10.0,0
DRR083415,38.0022,147.15,10.0,10.0,0
DRR083416,38.0022,147.15,30.0,30.0,0
DRR083417,38.0022,147.15,30.0,30.0,0
DRR083418,38.0022,147.15,30.0,30.0,0
DRR083429,37.9755,141.3167,1.0,1.0,0
DRR083430,37.9755,141.3167,30.0,30.0,0
DRR083431,37.9755,141.3167,30.0,30.0,0
DRR083432,38.032,141.0833,10.0,10.0,0
DRR083433,38.032,141.0833,1.0,1.0,0
DRR083438,38.0022,147.15,10.0,10.0,0
DRR083439,38.0022,147.15,50.0,50.0,0
DRR083440,42.15,145.08,10.0,10.0,0
DRR083441,42.15,145.08,20.0,20.0,0
DRR083442,38.032,141.0833,1.0,1.0,0
DRR083443,38.032,141.0833,1.0,1.0,0
DRR083444,38.032,141.0833,32.0,32.0,0
DRR083452,38.032,141.0833,1.0,1.0,0
DRR083453,38.032,141.0833,1.0,1.0,0
DRR083454,38.032,141.0833,33.0,33.0,0
DRR083455,38.032,141.0833,33.0,33.0,0
DRR090546,38.498,142.3409,0.0,0.0,0
DRR090547,38.498,142.3409,0.0,0.0,0
DRR090548,38.498,142.3409,0.0,0.0,0
DRR090549,38.498,142.3409,0.0,0.0,0
DRR090550,38.498,142.3409,0.0,0.0,0
DRR090551,38.498,142.3409,0.0,0.0,0
DRR090552,38.498,142.3409,0.0,0.0,0
DRR090553,38.498,142.3409,0.0,0.0,0
DRR090555,11.7463,142.1087,0.0,0.0,0
DRR090556,11.7463,142.1087,0.0,0.0,0
DRR090557,11.7463,142.1087,0.0,0.0,0
DRR090558,11.7463,142.1087,0.0,0.0,0
DRR090559,11.7463,142.1087,0.0,0.0,0
DRR090560,11.7463,142.1087,0.0,0.0,0
DRR090561,11.7463,142.1087,0.0,0.0,0
DRR090562,11.7463,142.1087,0.0,0.0,0
DRR090563,11.7463,142.1087,0.0,0.0,0
DRR090564,44.0859,155.0153,0.0,0.0,0
DRR090565,44.0859,155.0153,0.0,0.0,0
DRR090566,44.0859,155.0153,0.0,0.0,0
DRR090567,44.0859,155.0153,0.0,0.0,0
DRR090568,44.0859,155.0153,0.0,0.0,0
DRR090570,44.0859,155.0153,0.0,0.0,0
DRR090571,44.0859,155.0153,0.0,0.0,0
DRR090871,39.06337,141.73457,1.0,1.0,0
DRR090872,39.044612,141.73245,1.0,1.0,0
DRR090873,39.01903,141.7282,1.0,1.0,0
DRR092612,39.06337,141.73457,1.0,1.0,0
DRR092613,39.06337,141.73457,1.0,1.0,0
DRR092614,39.06337,141.73457,1.0,1.0,0
DRR092615,39.06337,141.73457,1.0,1.0,0
DRR092616,39.06337,141.73457,1.0,1.0,0
DRR092617,39.06337,141.73457,1.0,1.0,0
DRR092618,39.06337,141.73457,1.0,1.0,0
DRR092619,39.06337,141.73457,1.0,1.0,0
DRR092620,39.06337,141.73457,1.0,1.0,0
DRR092621,39.06337,141.73457,1.0,1.0,0
DRR092622,39.06337,141.73457,8.0,8.0,0
DRR092623,39.06337,141.73457,8.0,8.0,0
DRR092624,39.06337,141.73457,8.0,8.0,0
DRR092625,39.06337,141.73457,8.0,8.0,0
DRR092626,39.06337,141.73457,8.0,8.0,0
DRR092627,39.06337,141.73457,8.0,8.0,0
DRR092628,39.06337,141.73457,8.0,8.0,0
DRR092629,39.06337,141.73457,8.0,8.0,0
DRR092630,39.06337,141.73457,8.0,8.0,0
DRR092631,39.06337,141.73457,8.0,8.0,0
DRR092632,39.044612,141.73245,1.0,1.0,0
DRR092633,39.044612,141.73245,1.0,1.0,0
DRR092634,39.044612,141.73245,1.0,1.0,0
DRR092635,39.044612,141.73245,1.0,1.0,0
DRR092636,39.044612,141.73245,1.0,1.0,0
DRR092637,39.044612,141.73245,1.0,1.0,0
DRR092638,39.044612,141.73245,1.0,1.0,0
DRR092639,39.044612,141.73245,1.0,1.0,0
DRR092640,39.044612,141.73245,1.0,1.0,0
DRR092641,39.044612,141.73245,1.0,1.0,0
DRR092642,39.044612,141.73245,10.0,10.0,0
DRR092643,39.044612,141.73245,10.0,10.0,0
DRR092644,39.044612,141.73245,10.0,10.0,0
DRR092645,39.044612,141.73245,10.0,10.0,0
DRR092646,39.044612,141.73245,10.0,10.0,0
DRR092647,39.044612,141.73245,10.0,10.0,0
DRR092648,39.044612,141.73245,10.0,10.0,0
DRR092649,39.044612,141.73245,10.0,10.0,0
DRR092650,39.01903,141.7282,10.0,10.0,0
DRR092651,39.01903,141.7282,10.0,10.0,0
DRR092652,39.01903,141.7282,1.0,1.0,0
DRR092653,39.01903,141.7282,1.0,1.0,0
DRR092654,39.01903,141.7282,1.0,1.0,0
DRR092655,39.01903,141.7282,1.0,1.0,0
DRR092656,39.01903,141.7282,1.0,1.0,0
DRR092657,39.01903,141.7282,1.0,1.0,0
DRR092658,39.01903,141.7282,1.0,1.0,0
DRR092659,39.01903,141.7282,1.0,1.0,0
DRR092660,39.01903,141.7282,1.0,1.0,0
DRR092661,39.01903,141.7282,1.0,1.0,0
DRR092662,39.01903,141.7282,10.0,10.0,0
DRR092663,39.01903,141.7282,10.0,10.0,0
DRR092664,39.01903,141.7282,10.0,10.0,0
DRR092665,39.01903,141.7282,10.0,10.0,0
DRR092666,39.01903,141.7282,10.0,10.0,0
DRR092667,39.01903,141.7282,10.0,10.0,0
DRR092668,39.01903,141.7282,10.0,10.0,0
DRR092669,39.01903,141.7282,10.0,10.0,0
DRR092670,39.01903,141.7282,10.0,10.0,0
DRR092671,39.01903,141.7282,10.0,10.0,0
DRR092705,29.15,142.8012,0.0,0.0,0
DRR092706,29.15,142.8012,306.0,306.0,0
DRR092707,29.15,142.8012,505.0,505.0,0
DRR092708,29.15,142.8012,754.0,754.0,0
DRR092709,29.15,142.8012,1206.0,1206.0,0
DRR092710,29.15,142.8012,2015.0,2015.0,0
DRR092711,29.15,142.8012,3507.0,3507.0,0
DRR092712,29.15,142.8012,5010.0,5010.0,0
DRR092713,29.15,142.8012,7512.0,7512.0,0
DRR092714,29.15,142.8012,9697.0,9697.0,0
DRR092715,36.105,142.7261,0.0,0.0,0
DRR092716,36.064,142.7279,200.0,200.0,0
DRR092717,36.064,142.7279,550.0,550.0,0
DRR092718,36.064,142.7279,1000.0,1000.0,0
DRR092719,36.064,142.7279,3500.0,3500.0,0
DRR092720,36.105,142.7261,7000.0,7000.0,0
DRR092721,11.3673,142.4181,0.0,0.0,0
DRR092722,11.3698,142.4294,203.0,203.0,0
DRR092723,11.3698,142.4294,502.0,502.0,0
DRR092724,11.3698,142.4294,2000.0,2000.0,0
DRR092725,11.3699,142.4301,3971.0,3971.0,0
DRR092726,11.3699,142.4301,7900.0,7900.0,0
DRR092727,11.3676,142.4241,10899.0,10899.0,0
DRR092728,41.8736,146.3193,0.0,0.0,0
DRR092729,41.8736,146.3193,200.0,200.0,0
DRR092730,41.8736,146.3193,1000.0,1000.0,0
DRR092731,41.8736,146.3193,2400.0,2400.0,0
DRR092733,41.8736,146.3193,6500.0,6500.0,0
DRR093002,12.93,143.62,3024.0,3024.0,0
DRR093003,12.93,143.62,3024.0,3024.0,0
DRR093004,12.93,143.62,3024.0,3024.0,0
DRR093005,12.93,143.62,3024.0,3024.0,0
DRR098837,-39.15,142.13,0.0,0.0,0
DRR098838,-39.15,142.13,0.05,0.05,0
DRR098839,-39.15,142.13,0.1,0.1,0
DRR098840,-39.15,142.13,0.0,0.0,0
DRR098841,-39.15,142.13,0.05,0.05,0
DRR098842,-39.15,142.13,0.1,0.1,0
DRR099940,34.32444444,135.12083333,5.0,5.0,1
DRR099941,34.32444444,135.12083333,5.0,5.0,1
DRR099942,34.32444444,135.12083333,5.0,5.0,1
